postcode,location,district,state,mukim,state_id,postcode1,postcode2,postcode3
14200,Taman Ah Hwa,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Bakap Indah,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Desa Jawi,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Gamelan,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Gamilan Indah,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Hwa Hwa,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Industri Valdor,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Jawi Jaya,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Jawi Permai,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Jawi Ria,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Jawi,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Jelatik,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Jelita,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Kesuma,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Ketitir,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Kuang,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Lima Kongsi,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Penyu,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Perindustrian Nafiri,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Perindustrian Seruling,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Rasa Ria,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Rebana,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Seri Seruling,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Seruling Emas,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Sri Aman,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Sungai Bakap Permai,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Sungai Bakap,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Sungai Duri Indah,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Sungai Duri,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Valdor Ria,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Valdor,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Victoria,Sungai Jawi,PULAU PINANG,,,,,
14200,Taman Widuri,Sungai Jawi,PULAU PINANG,,,,,
14200,Tingkat Beduk (1 - 3),Sungai Jawi,PULAU PINANG,,,,,
14200,Tingkat Kompang,Sungai Jawi,PULAU PINANG,,,,,
14200,Tingkat Punggok (1 - 2),Sungai Jawi,PULAU PINANG,,,,,
14200,Tingkat Serindit (1 - 9),Sungai Jawi,PULAU PINANG,,,,,
14200,Valdor Gate,Sungai Jawi,PULAU PINANG,,,,,
14290,Jalan Klinik Relau,Bandar Baharu,KEDAH,,,,,
14290,Jalan Pintu Air,Bandar Baharu,KEDAH,,,,,
14290,Jalan Sungai Rambai,Bandar Baharu,KEDAH,,,,,
14290,Kampung 300 Kaki Relau,Bandar Baharu,KEDAH,,,,,
14290,Kampung Kilang Batu Relau,Bandar Baharu,KEDAH,,,,,
14290,Kampung Maka Suah,Bandar Baharu,KEDAH,,,,,
14290,Kampung Padang Relau,Bandar Baharu,KEDAH,,,,,
14290,Kampung Paya Kemian,Bandar Baharu,KEDAH,,,,,
14290,Kampung Paya Semambu Relau,Bandar Baharu,KEDAH,,,,,
14290,Kampung Relau Bandar Baru,Bandar Baharu,KEDAH,,,,,
14290,Kampung Sungai Rambai,Bandar Baharu,KEDAH,,,,,
14290,Kampung Tengah Pekan Relau,Bandar Baharu,KEDAH,,,,,
14290,Kampung Ulu Relau,Bandar Baharu,KEDAH,,,,,
14290,Kerian Kedah Estate,Bandar Baharu,KEDAH,,,,,
14290,Lintang Relau Indah 1 - 3,Bandar Baharu,KEDAH,,,,,
14290,Relau (Kedah),Bandar Baharu,KEDAH,,,,,
14290,Taman Relau Indah,Bandar Baharu,KEDAH,,,,,
14300,Ampang Jajar,Nibong Tebal,PULAU PINANG,,,,,
14300,Ayer Lintas,Nibong Tebal,PULAU PINANG,,,,,
14300,Bagan Buaya,Nibong Tebal,PULAU PINANG,,,,,
14300,Bukit Panchur,Nibong Tebal,PULAU PINANG,,,,,
14300,Byram Estate,Nibong Tebal,PULAU PINANG,,,,,
14300,Changkat Baroh,Nibong Tebal,PULAU PINANG,,,,,
14300,Changkat,Nibong Tebal,PULAU PINANG,,,,,
14300,Dato Keramat,Nibong Tebal,PULAU PINANG,,,,,
14300,Gerbang Pekaka,Nibong Tebal,PULAU PINANG,,,,,
14300,Halaman Pekaka,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Air Lintas,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Atas,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Bagan Buaya,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Bangau (1 - 2),Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Bayan Kecil,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Bayan,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Belatuk,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Besar Nibong Tebal,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Besar Sungai Kecil,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Besar,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Beseri 1,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Bukit Changkat,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Bukit Pancur,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Buntar Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Byram,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Cenderawasih (2 - 20),Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Cenderawasih Indah 2,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Changkat (1 - 2),Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Che Ahmad,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Datok Keramat,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Fajar Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Fajar,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Gharry Kuchi,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Harapan (1 - 7),Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Ilmu 3,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Ilmu,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Industri,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Jaya (1 - 2),Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Kampung Arjunan,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Kampung Telok,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Kedidi,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Kelicap,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Keramat Jaya,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Keruing,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Kilang,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Klinik,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Lengkok Bayan,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Merbah 2,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Merbah,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Merbuk,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Merpati Indah 1,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Merpati,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Nibung Tebal Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Nuri,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Ooi Kar Seng,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Panchor Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Pasar Lama,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Pekaka,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Penghulu Hamid,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Permai,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Permatang Tok Mahat,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Pipit,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Punai,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Rajawali,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Sekolah Sungai Kechil,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Sempadan,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Serandau,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Seri Acheh 1,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Seri Acheh,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Seri Bistari,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Seri Emas 1,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Seri Emas,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Seri Pancor,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Serindit,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Sinar 1,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Sintar Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Sintar,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Sungai Daun,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Telok Ipil,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Tempua,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Terkukur 1,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Terkukur Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Tiong,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Transkrian,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Verappen,Nibong Tebal,PULAU PINANG,,,,,
14300,Jalan Victoria,Nibong Tebal,PULAU PINANG,,,,,
14300,Kalidonia Estate,Nibong Tebal,PULAU PINANG,,,,,
14300,Kalodinia Estate,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Balai Lama,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Baru Sungai Buaya,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Baru,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Belakang Pekan,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Besar,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Bukit Changkat,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Changkat,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Che Isa,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Che Minah,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Cina,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Haji Omar,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Haji Saad,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Hamid,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Kebun Baru Byram,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Kepala Batas,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Kilat,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Masjid,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Nanas,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Padang,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Penghulu Hamid,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Penghulu,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Pinang,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Rantau Panjang,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Sanglang,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Selesa,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Sungai Air Itam,Nibong Tebal,PULAU PINANG,,,,,
14300,"Kampung Tanah Baru (1, 2, 3)",Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Telok,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Tong Hai,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Transkrian,Nibong Tebal,PULAU PINANG,,,,,
14300,Kampung Victoria,Nibong Tebal,PULAU PINANG,,,,,
14300,Kebun Baru Byram,Nibong Tebal,PULAU PINANG,,,,,
14300,Krians Estate,Nibong Tebal,PULAU PINANG,,,,,
14300,Ladang Byram,Nibong Tebal,PULAU PINANG,,,,,
14300,Ladang Changkat,Nibong Tebal,PULAU PINANG,,,,,
14300,Ladang Trans Krian,Nibong Tebal,PULAU PINANG,,,,,
14300,Ladang Victoria,Nibong Tebal,PULAU PINANG,,,,,
14300,Lebuh Belatok,Nibong Tebal,PULAU PINANG,,,,,
14300,Lebuh Kedidi,Nibong Tebal,PULAU PINANG,,,,,
14300,Lebuh Merbuk,Nibong Tebal,PULAU PINANG,,,,,
14300,Lebuh Merpati 3,Nibong Tebal,PULAU PINANG,,,,,
14300,Lebuh Murai,Nibong Tebal,PULAU PINANG,,,,,
14300,Lebuh Pekaka,Nibong Tebal,PULAU PINANG,,,,,
14300,Lebuh Terkukur,Nibong Tebal,PULAU PINANG,,,,,
14300,Lengkok Ilmu (1 - 10),Nibong Tebal,PULAU PINANG,,,,,
14300,Lengkok Pekaka,Nibong Tebal,PULAU PINANG,,,,,
14300,Lintang Ilmu (3 - 20),Nibong Tebal,PULAU PINANG,,,,,
14300,Lintang Keruing 1,Nibong Tebal,PULAU PINANG,,,,,
14300,Lintang Merbuk,Nibong Tebal,PULAU PINANG,,,,,
14300,Lintang Merpati,Nibong Tebal,PULAU PINANG,,,,,
14300,Lintang Murai,Nibong Tebal,PULAU PINANG,,,,,
14300,Lintang Permai,Nibong Tebal,PULAU PINANG,,,,,
14300,Lintang Tempua,Nibong Tebal,PULAU PINANG,,,,,
14300,"Lintang Tiong (1, 3)",Nibong Tebal,PULAU PINANG,,,,,
14300,Lintang Undan,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Bayan,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Belatuk (1 - 11),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Bistari 1 - 11,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Boon Aun,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Bukit Panchur (2 - 15),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Buntar Indah (1 - 9),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Camar (1 - 6),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Fajar (1 - 3),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Fajar Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Helang Permai (1 - 10),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Ilmu (1 & 18),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Ilmu,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Kedidi,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Keruing (1 - 2),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Merbah (1 - 2),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Merbah Indah (1 - 3),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Merbuk,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Merpati Indah (1 - 9),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Merpati,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Murai (1 - 9),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Nuri (1 - 4),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Nuri 1/1,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Panchor Indah (1 - 25),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Panchor Mutiara (1 - 14),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Pancur Permai 1,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Pekaka (1 - 5),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Permai (1 - 2),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Rajawali,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Seong,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Seri Acheh (1 - 11),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Seri Bistari (1 - 12),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Seri Emas (1 - 18),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Seri Pancur,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Serindit,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Sinar (7 - 14),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Sintar Indah (1 - 15),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Sungai Daun (2 - 4),Nibong Tebal,PULAU PINANG,,,,,
14300,"Lorong Sungai Kecil (3, 4, 6)",Nibong Tebal,PULAU PINANG,,,,,
14300,"Lorong Tempua (1, 2, 1/1)",Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Terkukur (1 - 6),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Terkukur Indah (2 - 12),Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Tiong,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Undan,Nibong Tebal,PULAU PINANG,,,,,
14300,Lorong Victoria,Nibong Tebal,PULAU PINANG,,,,,
14300,Medan Ilmu,Nibong Tebal,PULAU PINANG,,,,,
14300,Medan Murai,Nibong Tebal,PULAU PINANG,,,,,
14300,Medan Pekaka,Nibong Tebal,PULAU PINANG,,,,,
14300,Medan Terkukur,Nibong Tebal,PULAU PINANG,,,,,
14300,Nibong Tebal,Nibong Tebal,PULAU PINANG,,,,,
14300,Pangsapuri Desa Siswa Utama,Nibong Tebal,PULAU PINANG,,,,,
14300,Pekeliling Belatok,Nibong Tebal,PULAU PINANG,,,,,
14300,Pekeliling Kenari,Nibong Tebal,PULAU PINANG,,,,,
14300,Permatang Keling,Nibong Tebal,PULAU PINANG,,,,,
14300,Permatang Tok Mahat,Nibong Tebal,PULAU PINANG,,,,,
14300,Persiaran Ilmu,Nibong Tebal,PULAU PINANG,,,,,
14300,Persiaran Kedidi,Nibong Tebal,PULAU PINANG,,,,,
14300,Persiaran Merbuk,Nibong Tebal,PULAU PINANG,,,,,
14300,Persiaran Pekaka,Nibong Tebal,PULAU PINANG,,,,,
14300,Persiaran Pipit (1 - 11),Nibong Tebal,PULAU PINANG,,,,,
14300,Pintu Sepuluh,Nibong Tebal,PULAU PINANG,,,,,
14300,Seri Ampangan,Nibong Tebal,PULAU PINANG,,,,,
14300,Simpang Sembilan,Nibong Tebal,PULAU PINANG,,,,,
14300,Solok Ilmu (1 - 6),Nibong Tebal,PULAU PINANG,,,,,
14300,Solok Keruing,Nibong Tebal,PULAU PINANG,,,,,
14300,Solok Merbuk,Nibong Tebal,PULAU PINANG,,,,,
14300,Solok Merpati,Nibong Tebal,PULAU PINANG,,,,,
14300,Solok Murai,Nibong Tebal,PULAU PINANG,,,,,
14300,Solok Pekaka,Nibong Tebal,PULAU PINANG,,,,,
14300,Solok Seri Emas,Nibong Tebal,PULAU PINANG,,,,,
14300,Solok Terkukur (1 - 2),Nibong Tebal,PULAU PINANG,,,,,
14300,Solok Undan,Nibong Tebal,PULAU PINANG,,,,,
14300,Sri Ampangan,Nibong Tebal,PULAU PINANG,,,,,
14300,Sungai Buaya,Nibong Tebal,PULAU PINANG,,,,,
14300,Sungai Kecil Estate,Nibong Tebal,PULAU PINANG,,,,,
14300,Sungai Kecil Hilir,Nibong Tebal,PULAU PINANG,,,,,
14300,Sungai Kecil Village,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Bahagia,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Belatuk,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Berjaya,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Bersatu Baru,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Bersatu,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Berseri,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Bistari,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Bukit Panchor Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Bukit Panchor,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Bukit,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Buntar Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Camar,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Cenderawasih Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Cenderawasih,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Cowin,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Fajar,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Ferda,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Golden Jade,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Harapan Lama,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Harapan,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Helang Jaya,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Helang Permai,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Ilmu,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Industri Bukit Panchor,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Industri Nibong Tebal,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Kedidi,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Keramat Jaya,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Kheng Hong,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Khong Hong,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Kit Seong,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Merbah Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Merbah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Merbok,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Merpati Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Minamah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Mutiara,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Nibong Tebal Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Nibong Tebal Jaya,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Nibong Tebal,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Nuri,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Panchor Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Pancur Mutiara,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Pancur Permai,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Pancur Utama,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Pekaka,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Peng Wah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Penting,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Perindustrian 3,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Perindustrian Nibong Tebal,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Permai,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Rantau Damai,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Selesa,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Sempadan,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Sentosa,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Serandau,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Seri Bayu,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Seri Intan,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Seri Maju,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Seri Pancur,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Seri Permai,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Sinar,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Sintar Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Sintar,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Sri Acheh,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Sri Emas,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Sri Nibong,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Suria,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Tempua,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Terkukur Indah,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Trans Kerian,Nibong Tebal,PULAU PINANG,,,,,
14300,Taman Weng Tee,Nibong Tebal,PULAU PINANG,,,,,
14300,Tingkat Kedidi (1 - 4),Nibong Tebal,PULAU PINANG,,,,,
14300,Tingkat Kedidi,Nibong Tebal,PULAU PINANG,,,,,
14300,Tingkat Merbuk,Nibong Tebal,PULAU PINANG,,,,,
14300,Tingkat Merpati (1 - 7),Nibong Tebal,PULAU PINANG,,,,,
14300,"Tingkat Murai (2, 4, 6, 8)",Nibong Tebal,PULAU PINANG,,,,,
14300,Tingkat Tempua,Nibong Tebal,PULAU PINANG,,,,,
14300,Tingkat Tiong (1 - 3),Nibong Tebal,PULAU PINANG,,,,,
14300,Tingkat Undan (1 - 2),Nibong Tebal,PULAU PINANG,,,,,
14300,Titi Timbul,Nibong Tebal,PULAU PINANG,,,,,
14310,Ban Sungai Acheh,Nibong Tebal,PULAU PINANG,,,,,
14310,Batas Ban Sungai Udang,Nibong Tebal,PULAU PINANG,,,,,
14310,Batas Pinang Bawah,Nibong Tebal,PULAU PINANG,,,,,
14310,Batas Pinang Jalan Sempadan,Nibong Tebal,PULAU PINANG,,,,,
14310,Batas Pinang,Nibong Tebal,PULAU PINANG,,,,,
14310,Jalan Sungai Udang,Nibong Tebal,PULAU PINANG,,,,,
14310,Kampung Sungai Udang,Nibong Tebal,PULAU PINANG,,,,,
14310,Kampung Tanah Kebun,Nibong Tebal,PULAU PINANG,,,,,
14310,Lorong Sungai Acheh (1 - 8),Nibong Tebal,PULAU PINANG,,,,,
14310,Simpang Sembilan,Nibong Tebal,PULAU PINANG,,,,,
14310,Simpang Tiga Tok Mandin,Nibong Tebal,PULAU PINANG,,,,,
14310,Simpang Tiga,Nibong Tebal,PULAU PINANG,,,,,
14310,Sungai Acheh,Nibong Tebal,PULAU PINANG,,,,,
14310,Sungai Setar Besar,Nibong Tebal,PULAU PINANG,,,,,
14310,Sungai Star Baru,Nibong Tebal,PULAU PINANG,,,,,
14310,Sungai Star Besar,Nibong Tebal,PULAU PINANG,,,,,
14310,Sungai Star Kecil,Nibong Tebal,PULAU PINANG,,,,,
14310,Sungai Tok Tuntong,Nibong Tebal,PULAU PINANG,,,,,
14310,Sungai Udang,Nibong Tebal,PULAU PINANG,,,,,
14310,Taman Sungai Acheh,Nibong Tebal,PULAU PINANG,,,,,
