postcode,location,district,state,mukim
17050,Kampung Bukit Budu,PASIR MAS,KELANTAN,
17050,Kampung Bukit Jarum,PASIR MAS,KELANTAN,
17050,Kampung Bukit Merbau,PASIR MAS,KELANTAN,
17050,Kampung Bukit Perah,PASIR MAS,KELANTAN,
17050,Kampung Bukit Sukai,PASIR MAS,KELANTAN,
17050,Kampung Bukit Tuku,PASIR MAS,KELANTAN,
17050,Kampung Chandan,PASIR MAS,KELANTAN,
17050,Kampung Chasi,PASIR MAS,KELANTAN,
17050,Kampung Chat,PASIR MAS,KELANTAN,
17050,Kampung Dusun Rawa,PASIR MAS,KELANTAN,
17050,Kampung Gabus,PASIR MAS,KELANTAN,
17050,Kampung Gelam,PASIR MAS,KELANTAN,
17050,Kampung Genor,PASIR MAS,KELANTAN,
17050,Kampung Gok Gong,PASIR MAS,KELANTAN,
17050,Kampung Gong Dayat,PASIR MAS,KELANTAN,
17050,Kampung Gual Ketil,PASIR MAS,KELANTAN,
17050,Kampung Jenereh Tujoh,PASIR MAS,KELANTAN,
17050,Kampung Kepas,PASIR MAS,KELANTAN,
17050,Kampung Kolam,PASIR MAS,KELANTAN,
17050,Kampung Kual,PASIR MAS,KELANTAN,
17050,Kampung Kubang Agol,PASIR MAS,KELANTAN,
17050,Kampung Kubang Batu,PASIR MAS,KELANTAN,
17050,Kampung Kubang Besar,PASIR MAS,KELANTAN,
17050,Kampung Kubang Chenok,PASIR MAS,KELANTAN,
17050,Kampung Laka,PASIR MAS,KELANTAN,
17050,Kampung Mak Kalok,PASIR MAS,KELANTAN,
17050,Kampung Mesa,PASIR MAS,KELANTAN,
17050,Kampung Morkel,PASIR MAS,KELANTAN,
17050,Kampung Nibong Tok Uban,PASIR MAS,KELANTAN,
17050,Kampung Padang Mukum,PASIR MAS,KELANTAN,
17050,Kampung Pak Kelong,PASIR MAS,KELANTAN,
17050,Kampung Pak Mek Nun,PASIR MAS,KELANTAN,
17050,Kampung Pengkalan Machang,PASIR MAS,KELANTAN,
17050,Kampung Petai Dusun,PASIR MAS,KELANTAN,
17050,Kampung Rasal,PASIR MAS,KELANTAN,
17050,Kampung Seberang Datok,PASIR MAS,KELANTAN,
17050,Kampung Sila,PASIR MAS,KELANTAN,
17050,Kampung Sipol,PASIR MAS,KELANTAN,
17050,Kampung Tandak Ulu,PASIR MAS,KELANTAN,
17050,Kampung Tanjong Puteri,PASIR MAS,KELANTAN,
17050,Kampung Tasek Anak Seluang,PASIR MAS,KELANTAN,
17050,Kampung Tegayong,PASIR MAS,KELANTAN,
17050,Kampung Telok Sawa,PASIR MAS,KELANTAN,
17050,Kampung Tok Dap Besar,PASIR MAS,KELANTAN,
17050,Kampung Tok Dap Kechil,PASIR MAS,KELANTAN,
17050,Kampung Tok Dop Besar,PASIR MAS,KELANTAN,
17050,Kampung Tok Uban,PASIR MAS,KELANTAN,
17050,Tasek Nibong Kolam,PASIR MAS,KELANTAN,
17060,Alor Sinar,PASIR MAS,KELANTAN,
17060,Kampung Alor Piah,PASIR MAS,KELANTAN,
17060,Kampung Anak Machang,PASIR MAS,KELANTAN,
17060,Kampung Atas Beting,PASIR MAS,KELANTAN,
17060,Kampung Bechah Kelubi,PASIR MAS,KELANTAN,
17060,Kampung Belukar Pasir,PASIR MAS,KELANTAN,
17060,Kampung Chabang Empat Sungai Kelad,PASIR MAS,KELANTAN,
17060,Kampung Galok,PASIR MAS,KELANTAN,
17060,Kampung Gelian,PASIR MAS,KELANTAN,
17060,Kampung Golak,PASIR MAS,KELANTAN,
17060,Kampung Hujong Galok,PASIR MAS,KELANTAN,
17060,Kampung Hutan Mala,PASIR MAS,KELANTAN,
17060,Kampung Hutan Petai,PASIR MAS,KELANTAN,
17060,Kampung Jabo Hilir,PASIR MAS,KELANTAN,
17060,Kampung Jabo,PASIR MAS,KELANTAN,
17060,Kampung Jelor,PASIR MAS,KELANTAN,
17060,Kampung Jintan,PASIR MAS,KELANTAN,
17060,Kampung Kedai Chekok,PASIR MAS,KELANTAN,
17060,Kampung Kelar Besar,PASIR MAS,KELANTAN,
17060,Kampung Kepas (Kedaichelok),PASIR MAS,KELANTAN,
17060,Kampung Kubang Agol (Kedai Chelok),PASIR MAS,KELANTAN,
17060,Kampung Kubang Gendang,PASIR MAS,KELANTAN,
17060,Kampung Kubang Keli,PASIR MAS,KELANTAN,
17060,Kampung Kubang Tembusu,PASIR MAS,KELANTAN,
17060,Kampung Kuek,PASIR MAS,KELANTAN,
17060,Kampung Mahligai,PASIR MAS,KELANTAN,
17060,Kampung Padang Hangus,PASIR MAS,KELANTAN,
17060,Kampung Pasir Parit,PASIR MAS,KELANTAN,
17060,Kampung Paya Mengkuang,PASIR MAS,KELANTAN,
17060,Kampung Pintu Besar,PASIR MAS,KELANTAN,
17060,Kampung Pohon Gelugor,PASIR MAS,KELANTAN,
17060,Kampung Pondok Jabo,PASIR MAS,KELANTAN,
17060,Kampung Rong Chenok,PASIR MAS,KELANTAN,
17060,Kampung Serendah,PASIR MAS,KELANTAN,
17060,Kampung Sungai Baru,PASIR MAS,KELANTAN,
17060,Kampung Sungai Batu,PASIR MAS,KELANTAN,
17060,Kampung Sungai Keladi,PASIR MAS,KELANTAN,
17060,Kampung Tandak,PASIR MAS,KELANTAN,
17060,Kampung Tengah (Kedai Chelok),PASIR MAS,KELANTAN,
17060,Kubang Gendang Hilir,PASIR MAS,KELANTAN,
17060,To Uban,PASIR MAS,KELANTAN,
17070,Kampung Alor Jering,PASIR MAS,KELANTAN,
17070,Kampung Alor Lenggak,PASIR MAS,KELANTAN,
17070,Kampung Alor Longgok,PASIR MAS,KELANTAN,
17070,Kampung Alor Selising,PASIR MAS,KELANTAN,
17070,Kampung Banggol Kuin,PASIR MAS,KELANTAN,
17070,Kampung Banggol Setol,PASIR MAS,KELANTAN,
17070,Kampung Banggol Tek Eh Put,PASIR MAS,KELANTAN,
17070,Kampung Baru,PASIR MAS,KELANTAN,
17070,Kampung Batu Karang,PASIR MAS,KELANTAN,
17070,Kampung Bukit Buloh Akar,PASIR MAS,KELANTAN,
17070,Kampung Chabang Empat Tok Dara,PASIR MAS,KELANTAN,
17070,Kampung Cherang Hangus,PASIR MAS,KELANTAN,
17070,Kampung Derpah,PASIR MAS,KELANTAN,
17070,Kampung Gual Kulim,PASIR MAS,KELANTAN,
17070,Kampung Gual Nibong Batu Karang,PASIR MAS,KELANTAN,
17070,Kampung Gual Payong,PASIR MAS,KELANTAN,
17070,Kampung Gual Tok Edan,PASIR MAS,KELANTAN,
17070,Kampung Jejawi,PASIR MAS,KELANTAN,
17070,Kampung Kenjeng,PASIR MAS,KELANTAN,
17070,Kampung Lubok Batil,PASIR MAS,KELANTAN,
17070,Kampung Lubok Nibong,PASIR MAS,KELANTAN,
17070,Kampung Lubok Puyu,PASIR MAS,KELANTAN,
17070,Kampung Machang Bubok,PASIR MAS,KELANTAN,
17070,Kampung Mengkirim,PASIR MAS,KELANTAN,
17070,Kampung Pusu 40,PASIR MAS,KELANTAN,
17070,Kampung Repek Ujong,PASIR MAS,KELANTAN,
17070,Kampung Repek,PASIR MAS,KELANTAN,
17070,Kampung Seberang Alor Repek,PASIR MAS,KELANTAN,
17070,Kampung Seberang Alor,PASIR MAS,KELANTAN,
17070,Kampung Seberang Merbau,PASIR MAS,KELANTAN,
17070,Kampung Serai Lima,PASIR MAS,KELANTAN,
17070,Kampung Serungga,PASIR MAS,KELANTAN,
17070,Kampung Taman,PASIR MAS,KELANTAN,
17070,Kampung Tasek Berangan,PASIR MAS,KELANTAN,
17070,Kampung Teresek,PASIR MAS,KELANTAN,
17070,Kampung Tok Derpah,PASIR MAS,KELANTAN,
17070,Kampung Tok Pelandok,PASIR MAS,KELANTAN,
17070,Kampung Tok Sangkut,PASIR MAS,KELANTAN,
17070,Kampung Toping,PASIR MAS,KELANTAN,
17070,Kedai Chekok,PASIR MAS,KELANTAN,
17200,Chabang Empat Salam,RANTAU PANJANG,KELANTAN,
17200,Chabang Tiga Bakat,RANTAU PANJANG,KELANTAN,
17200,Jalan Besar Rantau Panjang,RANTAU PANJANG,KELANTAN,
17200,Jalan Bukit Raya,RANTAU PANJANG,KELANTAN,
17200,Jalan Chempaka,RANTAU PANJANG,KELANTAN,
17200,Jalan Hulu Pasar,RANTAU PANJANG,KELANTAN,
17200,Jalan Lubok Setol,RANTAU PANJANG,KELANTAN,
17200,Jalan Nik Yusuf,RANTAU PANJANG,KELANTAN,
17200,Jalan Padang Majlis Tempatan,RANTAU PANJANG,KELANTAN,
17200,Jalan Parit Air/Patir Air,RANTAU PANJANG,KELANTAN,
17200,Jalan Sekolah Kebangsaan Cina,RANTAU PANJANG,KELANTAN,
17200,Jalan Tepi Sungai,RANTAU PANJANG,KELANTAN,
17200,Kajan,RANTAU PANJANG,KELANTAN,
17200,Kampung Air Teniat,RANTAU PANJANG,KELANTAN,
17200,Kampung Alor Pasir,RANTAU PANJANG,KELANTAN,
17200,Kampung Atas Tandak,RANTAU PANJANG,KELANTAN,
17200,Kampung Bagus,RANTAU PANJANG,KELANTAN,
17200,Kampung Bakat,RANTAU PANJANG,KELANTAN,
17200,Kampung Banggol Kekabu,RANTAU PANJANG,KELANTAN,
17200,Kampung Banggol Kulim,RANTAU PANJANG,KELANTAN,
17200,Kampung Banggol Mek Pit,RANTAU PANJANG,KELANTAN,
17200,Kampung Banggol Merbo/Banggol Chekor,RANTAU PANJANG,KELANTAN,
17200,Kampung Banggol Ubi Keling,RANTAU PANJANG,KELANTAN,
17200,Kampung Baroh Piah,RANTAU PANJANG,KELANTAN,
17200,Kampung Baru Bechah Kaki,RANTAU PANJANG,KELANTAN,
17200,Kampung Baru,RANTAU PANJANG,KELANTAN,
17200,Kampung Bendang Ikan,RANTAU PANJANG,KELANTAN,
17200,Kampung Bendang Pendekar,RANTAU PANJANG,KELANTAN,
17200,Kampung Bendang Sega,RANTAU PANJANG,KELANTAN,
17200,Kampung Berek Pak Tua Long,RANTAU PANJANG,KELANTAN,
17200,Kampung Bukit Belah,RANTAU PANJANG,KELANTAN,
17200,Kampung Bukit Garu,RANTAU PANJANG,KELANTAN,
17200,Kampung Bukit Pak Junuh,RANTAU PANJANG,KELANTAN,
17200,Kampung Bukit Saji,RANTAU PANJANG,KELANTAN,
17200,Kampung Bukit Sukar,RANTAU PANJANG,KELANTAN,
17200,Kampung Bukit Tandak,RANTAU PANJANG,KELANTAN,
17200,Kampung Che Doah Barat,RANTAU PANJANG,KELANTAN,
17200,Kampung Che Doah,RANTAU PANJANG,KELANTAN,
17200,Kampung Dangar (Rantau Panjang),RANTAU PANJANG,KELANTAN,
17200,Kampung Degong,RANTAU PANJANG,KELANTAN,
17200,Kampung Gertak Anak Buaya,RANTAU PANJANG,KELANTAN,
17200,Kampung Gertak No 3,RANTAU PANJANG,KELANTAN,
17200,Kampung Gua Kok Batu,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Arang,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Badak,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Bunut,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Kemunting,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Ketil Baroh Pial,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Mekong,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Melitang,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Mesa,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Nering,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Nibong,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Pasir,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Pasong Hantu,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Periok,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Petai Berok,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Petai Salak,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Sitok,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Sok Sek,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Tinggi,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Tok Deh,RANTAU PANJANG,KELANTAN,
17200,Kampung Gual Tulang,RANTAU PANJANG,KELANTAN,
17200,Kampung Kedap,RANTAU PANJANG,KELANTAN,
17200,Kampung Kedup,RANTAU PANJANG,KELANTAN,
17200,Kampung Kok Batu,RANTAU PANJANG,KELANTAN,
17200,Kampung Kok Kieh,RANTAU PANJANG,KELANTAN,
17200,Kampung Kok Pauh,RANTAU PANJANG,KELANTAN,
17200,Kampung Kuala Itik,RANTAU PANJANG,KELANTAN,
17200,Kampung Kubang Gabus,RANTAU PANJANG,KELANTAN,
17200,Kampung Kubang Kual,RANTAU PANJANG,KELANTAN,
17200,Kampung Kubang Puyuh,RANTAU PANJANG,KELANTAN,
17200,Kampung Kubang Rambutan,RANTAU PANJANG,KELANTAN,
17200,Kampung Kubang Siput,RANTAU PANJANG,KELANTAN,
17200,Kampung Kuin Merah,RANTAU PANJANG,KELANTAN,
17200,Kampung Kusar,RANTAU PANJANG,KELANTAN,
17200,Kampung Limau Purut,RANTAU PANJANG,KELANTAN,
17200,Kampung Luar Gual Periok,RANTAU PANJANG,KELANTAN,
17200,Kampung Luar,RANTAU PANJANG,KELANTAN,
17200,Kampung Lubok Gong,RANTAU PANJANG,KELANTAN,
17200,Kampung Lubok Hilir,RANTAU PANJANG,KELANTAN,
17200,Kampung Lubok Itek,RANTAU PANJANG,KELANTAN,
17200,Kampung Lubok Stol,RANTAU PANJANG,KELANTAN,
17200,Kampung Padang Bukit,RANTAU PANJANG,KELANTAN,
17200,Kampung Padang Lichin,RANTAU PANJANG,KELANTAN,
17200,Kampung Padang Nyior,RANTAU PANJANG,KELANTAN,
17200,Kampung Parit Ayer,RANTAU PANJANG,KELANTAN,
17200,Kampung Pasir Padang,RANTAU PANJANG,KELANTAN,
17200,Kampung Pasir Puteh,RANTAU PANJANG,KELANTAN,
17200,Kampung Pohon Ara,RANTAU PANJANG,KELANTAN,
17200,Kampung Pohon Setol,RANTAU PANJANG,KELANTAN,
17200,Kampung Pusu Sireh,RANTAU PANJANG,KELANTAN,
17200,Kampung Putut Tujoh,RANTAU PANJANG,KELANTAN,
17200,Kampung Rahmat,RANTAU PANJANG,KELANTAN,
17200,Kampung Rantau Panjang,RANTAU PANJANG,KELANTAN,
17200,Kampung Repek,RANTAU PANJANG,KELANTAN,
17200,Kampung Tandak Liang,RANTAU PANJANG,KELANTAN,
17200,Kampung Tanjung Baru,RANTAU PANJANG,KELANTAN,
17200,Kampung Tanjung Sepat,RANTAU PANJANG,KELANTAN,
17200,Kampung Tasek Bakong,RANTAU PANJANG,KELANTAN,
17200,Kampung Tasek Cina,RANTAU PANJANG,KELANTAN,
17200,Kampung Tasek Godang,RANTAU PANJANG,KELANTAN,
17200,Kampung Tasek Hulu,RANTAU PANJANG,KELANTAN,
17200,Kampung Tasek Permai/Hilir,RANTAU PANJANG,KELANTAN,
17200,Kampung Tasek Tandak,RANTAU PANJANG,KELANTAN,
17200,Kampung Tasek,RANTAU PANJANG,KELANTAN,
17200,Kampung Tasik Bintang Gucil,RANTAU PANJANG,KELANTAN,
17200,Kampung Tasik Garu,RANTAU PANJANG,KELANTAN,
17200,Kampung Tasik Murning,RANTAU PANJANG,KELANTAN,
17200,Kampung Telaga Mas,RANTAU PANJANG,KELANTAN,
17200,Kampung Tersan,RANTAU PANJANG,KELANTAN,
17200,Kampung Terusan,RANTAU PANJANG,KELANTAN,
17200,Kampung Tok Dah,RANTAU PANJANG,KELANTAN,
17200,Kampung Ubi Keling,RANTAU PANJANG,KELANTAN,
17200,Kedai Lama,RANTAU PANJANG,KELANTAN,
17200,Klinik Kesihatan,RANTAU PANJANG,KELANTAN,
17200,Kompleks UPP,RANTAU PANJANG,KELANTAN,
17200,Kuala Itek,RANTAU PANJANG,KELANTAN,
17200,Lorong Celcom,RANTAU PANJANG,KELANTAN,
17200,Lorong Pak Su Omar,RANTAU PANJANG,KELANTAN,
17200,Lorong Pasir Padang,RANTAU PANJANG,KELANTAN,
17200,Pasar Besar Rantau Panjang,RANTAU PANJANG,KELANTAN,
17200,Pasar Kuda,RANTAU PANJANG,KELANTAN,
17200,Pejabat Penggawa,RANTAU PANJANG,KELANTAN,
17200,Perkedaian Baru Rantau Panjang,RANTAU PANJANG,KELANTAN,
17200,Perumahan Kastam Taman Rogayah,RANTAU PANJANG,KELANTAN,
17200,Sekolah Agama Banggol Kulim,RANTAU PANJANG,KELANTAN,
17200,Sekolah Arab Al-Fauziah Banggol Kulim,RANTAU PANJANG,KELANTAN,
17200,Sekolah Kebangsaan Gual Periok,RANTAU PANJANG,KELANTAN,
17200,Sekolah Kebangsaan Gual Sitok,RANTAU PANJANG,KELANTAN,
17200,Sekolah Kebangsaan Kok Pauh,RANTAU PANJANG,KELANTAN,
17200,Sekolah Kebangsaan Lubuk Stol,RANTAU PANJANG,KELANTAN,
17200,Sekolah Kebangsaan Rahmat,RANTAU PANJANG,KELANTAN,
17200,Sekolah Menengah (Agama) Kampung Bharu,RANTAU PANJANG,KELANTAN,
17200,Sekolah Menengah Gual Periok,RANTAU PANJANG,KELANTAN,
17200,Sekolah Menengah Rantau Panjang,RANTAU PANJANG,KELANTAN,
17200,Sekolah Rendah Kebangsaan 1 & 2,RANTAU PANJANG,KELANTAN,
17200,Simpang 4 Salam,RANTAU PANJANG,KELANTAN,
17200,Taman Bakti Perumahan Polis,RANTAU PANJANG,KELANTAN,
17200,Taman Hakim,RANTAU PANJANG,KELANTAN,
17200,Taman Kobra,RANTAU PANJANG,KELANTAN,
17200,Taman Nering Jaya,RANTAU PANJANG,KELANTAN,
17200,Taman Permai,RANTAU PANJANG,KELANTAN,
17200,Taman Prima Indah,RANTAU PANJANG,KELANTAN,
17200,Taman Rantau Baru,RANTAU PANJANG,KELANTAN,
17200,Taman Rantau Jaya,RANTAU PANJANG,KELANTAN,
17200,Taman Rantau Mas,RANTAU PANJANG,KELANTAN,
17200,Taman SC Rantau Panjang,RANTAU PANJANG,KELANTAN,
17200,Taman Seri Rantau,RANTAU PANJANG,KELANTAN,
17200,Taman Tasik,RANTAU PANJANG,KELANTAN,
17200,Taman Tasnim,RANTAU PANJANG,KELANTAN,
17200,Taman Wahyu,RANTAU PANJANG,KELANTAN,
17200,Taman Warta,RANTAU PANJANG,KELANTAN,
17200,Tasek China,RANTAU PANJANG,KELANTAN,
17500,Air Berdang Ipoh,TANAH MERAH,KELANTAN,
17500,Air Era Kuala Tiga,TANAH MERAH,KELANTAN,
17500,Air Kerilla Ipoh,TANAH MERAH,KELANTAN,
17500,Air Laka Batang Merbau,TANAH MERAH,KELANTAN,
17500,Alor Pasir,TANAH MERAH,KELANTAN,
17500,Ayer Sejok,TANAH MERAH,KELANTAN,
17500,Banggol Ketereh,TANAH MERAH,KELANTAN,
17500,Banggol Maka,TANAH MERAH,KELANTAN,
17500,Banggol Pisang Benggala,TANAH MERAH,KELANTAN,
17500,Bangunan Emage Park,TANAH MERAH,KELANTAN,
17500,Bangunan Wan Azizah,TANAH MERAH,KELANTAN,
17500,Batang Merbau,TANAH MERAH,KELANTAN,
17500,Batu 9 Jedok,TANAH MERAH,KELANTAN,
17500,Batu Hitam,TANAH MERAH,KELANTAN,
17500,Bechah Laut,TANAH MERAH,KELANTAN,
17500,Bendang Nyior,TANAH MERAH,KELANTAN,
17500,Bukit Batu Kuala Paku,TANAH MERAH,KELANTAN,
17500,Bukit Kechik,TANAH MERAH,KELANTAN,
17500,Bukit Kuin,TANAH MERAH,KELANTAN,
17500,Bukit Langsat Ipoh,TANAH MERAH,KELANTAN,
17500,Bukit Mas,TANAH MERAH,KELANTAN,
17500,Bukit Panau,TANAH MERAH,KELANTAN,
17500,Bukit Patah Ipoh,TANAH MERAH,KELANTAN,
17500,Bukit Pauh Ipoh,TANAH MERAH,KELANTAN,
17500,Bukit Tebu,TANAH MERAH,KELANTAN,
17500,Cat Rimau,TANAH MERAH,KELANTAN,
17500,Chabang Tiga Bechah Laut,TANAH MERAH,KELANTAN,
17500,Chabang Tiga Kubang Putat,TANAH MERAH,KELANTAN,
17500,Chekok Ipoh,TANAH MERAH,KELANTAN,
17500,Cherang Lali,TANAH MERAH,KELANTAN,
17500,Citajaya (Batu 6),TANAH MERAH,KELANTAN,
17500,Desa Damai,TANAH MERAH,KELANTAN,
17500,Gertak Cabang,TANAH MERAH,KELANTAN,
17500,Jalan Bakti,TANAH MERAH,KELANTAN,
17500,Jalan Bechah Laut,TANAH MERAH,KELANTAN,
17500,Jalan Bendang Nyior,TANAH MERAH,KELANTAN,
17500,Jalan Besar,TANAH MERAH,KELANTAN,
17500,Jalan Bintang Emas,TANAH MERAH,KELANTAN,
17500,Jalan Cempaka Merah,TANAH MERAH,KELANTAN,
17500,Jalan Dato Mustapha,TANAH MERAH,KELANTAN,
17500,Jalan Haji Wan Yusof,TANAH MERAH,KELANTAN,
17500,Jalan Hilir Pasar,TANAH MERAH,KELANTAN,
17500,Jalan Hospital,TANAH MERAH,KELANTAN,
17500,Jalan Hulu Pasar,TANAH MERAH,KELANTAN,
17500,Jalan Jedok,TANAH MERAH,KELANTAN,
17500,Jalan Kaki Bukit,TANAH MERAH,KELANTAN,
17500,Jalan Kasturi,TANAH MERAH,KELANTAN,
17500,Jalan Kemunting Ria,TANAH MERAH,KELANTAN,
17500,Jalan Kubu,TANAH MERAH,KELANTAN,
17500,Jalan Leboh Raya Jeli,TANAH MERAH,KELANTAN,
17500,Jalan Lubok,TANAH MERAH,KELANTAN,
17500,Jalan Machang,TANAH MERAH,KELANTAN,
17500,Jalan Manal Tiga,TANAH MERAH,KELANTAN,
17500,Jalan Nor Zainal,TANAH MERAH,KELANTAN,
17500,Jalan Padang Siam,TANAH MERAH,KELANTAN,
17500,Jalan Pasir Mas,TANAH MERAH,KELANTAN,
17500,Jalan Pegawai,TANAH MERAH,KELANTAN,
17500,Jalan Pejabat,TANAH MERAH,KELANTAN,
17500,Jalan Pisang Menggala,TANAH MERAH,KELANTAN,
17500,Jalan Purnama,TANAH MERAH,KELANTAN,
17500,Jalan Putri Saadong,TANAH MERAH,KELANTAN,
17500,Jalan Sekolah Arab Bukit Mas,TANAH MERAH,KELANTAN,
17500,Jalan Sekolah Kadir Adabi,TANAH MERAH,KELANTAN,
17500,Jalan Taman Adabi,TANAH MERAH,KELANTAN,
17500,Jalan Taman Hiburan,TANAH MERAH,KELANTAN,
17500,Jalan Tasek,TANAH MERAH,KELANTAN,
17500,Jalan Wan Ahmad A,TANAH MERAH,KELANTAN,
17500,Jalan Wan Ahmad B,TANAH MERAH,KELANTAN,
17500,Kampung Air Lapa,TANAH MERAH,KELANTAN,
17500,Kampung Air Machang Batang Merbau,TANAH MERAH,KELANTAN,
17500,Kampung Alor Pechong Gertak,TANAH MERAH,KELANTAN,
17500,Kampung Aur Kerlla,TANAH MERAH,KELANTAN,
17500,Kampung Banggol Chabir Chabang,TANAH MERAH,KELANTAN,
17500,Kampung Banggol Chabir,TANAH MERAH,KELANTAN,
17500,Kampung Banggol Jenereh,TANAH MERAH,KELANTAN,
17500,Kampung Banggol Jering,TANAH MERAH,KELANTAN,
17500,Kampung Banggol Kemunting,TANAH MERAH,KELANTAN,
17500,Kampung Banggol Ketereh,TANAH MERAH,KELANTAN,
17500,Kampung Banggol Tok Ajar,TANAH MERAH,KELANTAN,
17500,Kampung Banggol,TANAH MERAH,KELANTAN,
17500,Kampung Baru Bechah Laut,TANAH MERAH,KELANTAN,
17500,Kampung Baru Bendang Nyior,TANAH MERAH,KELANTAN,
17500,Kampung Baru Tanah Merah,TANAH MERAH,KELANTAN,
17500,Kampung Basong Ipoh,TANAH MERAH,KELANTAN,
17500,Kampung Batang Bergedik,TANAH MERAH,KELANTAN,
17500,Kampung Batu 11,TANAH MERAH,KELANTAN,
17500,Kampung Batu 5 1/2,TANAH MERAH,KELANTAN,
17500,Kampung Batu Empat Hilir,TANAH MERAH,KELANTAN,
17500,Kampung Batu Garam,TANAH MERAH,KELANTAN,
17500,Kampung Batu Hitam,TANAH MERAH,KELANTAN,
17500,Kampung Batu Jong,TANAH MERAH,KELANTAN,
17500,Kampung Bechah Pelting Hilir,TANAH MERAH,KELANTAN,
17500,Kampung Bechah Tok Kar,TANAH MERAH,KELANTAN,
17500,Kampung Bechak Perang,TANAH MERAH,KELANTAN,
17500,Kampung Bedang Keladi,TANAH MERAH,KELANTAN,
17500,Kampung Belimbing Dalam,TANAH MERAH,KELANTAN,
17500,Kampung Belimbing,TANAH MERAH,KELANTAN,
17500,Kampung Bendang Baru,TANAH MERAH,KELANTAN,
17500,Kampung Bendang Gok,TANAH MERAH,KELANTAN,
17500,Kampung Bendang Nyior,TANAH MERAH,KELANTAN,
17500,Kampung Berchang,TANAH MERAH,KELANTAN,
17500,Kampung Berdang Ipoh,TANAH MERAH,KELANTAN,
17500,Kampung Buikt Rest Hause,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Berapit,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Bertam,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Budu,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Durian,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Gading,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Hangus,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Kelapang,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Kelidang,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Kulim Kuala Tiga,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Langsat,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Merah,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Pak Biru,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Panau Estate,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Payong,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Pencum,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Roh,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Samak,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Tambun Tulang,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Tebu,TANAH MERAH,KELANTAN,
17500,Kampung Bukit Telaga,TANAH MERAH,KELANTAN,
17500,Kampung Buloh Ipoh,TANAH MERAH,KELANTAN,
17500,Kampung Cengal Nerak,TANAH MERAH,KELANTAN,
17500,Kampung Chawas,TANAH MERAH,KELANTAN,
17500,Kampung Cherang Lali,TANAH MERAH,KELANTAN,
17500,Kampung Citajaya,TANAH MERAH,KELANTAN,
17500,Kampung Dalam Duff Kuala Tiga,TANAH MERAH,KELANTAN,
17500,Kampung Domis,TANAH MERAH,KELANTAN,
17500,Kampung Durian Daun,TANAH MERAH,KELANTAN,
17500,Kampung Dusun Pulai,TANAH MERAH,KELANTAN,
17500,Kampung Gelugor,TANAH MERAH,KELANTAN,
17500,Kampung Gerong,TANAH MERAH,KELANTAN,
17500,Kampung Gertak Satu,TANAH MERAH,KELANTAN,
17500,Kampung Gobek Kusial Baru,TANAH MERAH,KELANTAN,
17500,Kampung Gong Gua,TANAH MERAH,KELANTAN,
17500,Kampung Gual Derahim Ipoh,TANAH MERAH,KELANTAN,
17500,Kampung Gual Ipoh,TANAH MERAH,KELANTAN,
17500,Kampung Gual Sta,TANAH MERAH,KELANTAN,
17500,Kampung Hutan Lanjut,TANAH MERAH,KELANTAN,
17500,Kampung Jalan Klinik,TANAH MERAH,KELANTAN,
17500,Kampung Jalan Kubur,TANAH MERAH,KELANTAN,
17500,Kampung Jalan Wan Ahmad,TANAH MERAH,KELANTAN,
